title,loan_status,title
Consolidating Wedding Expenses/Debt,Fully Paid,1
Consolidating a loan and a credit card.,Fully Paid,1
Consolidating all credit cards,Fully Paid,1
Consolidating all debt ,Fully Paid,1
Consolidating all debt from CC's to SL's,Fully Paid,1
Consolidating and Simplifying ,Fully Paid,1
Consolidating and minimizing debt spread,Fully Paid,1
Consolidating at lower rates,Fully Paid,1
Consolidating bad Credit Card Debt,Fully Paid,1
Consolidating before APR Changes!,Fully Paid,1
Consolidating bills to go to school,Fully Paid,1
Consolidating card at better rate,Fully Paid,1
Consolidating credit card debt,Fully Paid,7
Consolidating credit card debt ,Fully Paid,1
Consolidating credit cards,Charged Off,2
Consolidating credit cards,Fully Paid,3
Consolidating credit cards...!,Fully Paid,1
Consolidating debt,Fully Paid,5
Consolidating debt & paying it faster!,Fully Paid,1
Consolidating debt & personal loan refi,Charged Off,1
Consolidating debt - Lower Interest Rate,Fully Paid,1
Consolidating debt @ lower interest rate,Fully Paid,1
Consolidating debt after grad school.,Fully Paid,1
Consolidating debt and helping son with school for his last year,Fully Paid,1
Consolidating debt and new business,Fully Paid,1
Consolidating debt at a lower APR,Fully Paid,1
Consolidating debt at lower APR,Fully Paid,1
Consolidating debt built while laid off,Fully Paid,1
Consolidating debt for extra $$ for new baby,Fully Paid,1
Consolidating debt incurred from moving,Fully Paid,1
Consolidating debt into one lump sum,Fully Paid,1
Consolidating debt prior to deployment,Fully Paid,1
Consolidating debt to buy 1st house,Fully Paid,1
Consolidating debt to get into law school,Fully Paid,1
"Consolidating debt, and cushion",Fully Paid,1
"Consolidating debt, refi to better rate",Fully Paid,1
"Consolidating debt, sorting out life",Fully Paid,1
Consolidating debts for major purchase,Fully Paid,1
Consolidating everything,Fully Paid,1
Consolidating for 2011,Fully Paid,1
Consolidating high APR/interest credit,Fully Paid,1
Consolidating high interest credit card loans,Fully Paid,1
Consolidating high interest debt,Fully Paid,1
Consolidating higher interest rates,Charged Off,1
Consolidating into smaller payments,Fully Paid,1
Consolidating loans with baby on the way,Fully Paid,1
Consolidating my Cards!,Fully Paid,1
Consolidating my Debt,Fully Paid,1
Consolidating my Debt and Paying it Off!,Fully Paid,1
Consolidating my credit cards,Fully Paid,1
Consolidating my debt,Fully Paid,2
Consolidating my debt to a lower effective interest rate,Fully Paid,1
Consolidating my debt to be debt free!:),Charged Off,1
Consolidating my personal debt,Fully Paid,1
Consolidating old Student Debt,Fully Paid,1
Consolidating personal loans,Fully Paid,1
Consolidating revolving credit,Fully Paid,1
Consolidating the Last of My Credit Cards (and Vet Bills),Fully Paid,1
Consolidating to Zero!,Fully Paid,1
Consolidating to lower monthly payments,Fully Paid,1
Consolidating to make life simpler.,Fully Paid,1
Consolidating wedding and cc debt,Fully Paid,1
Consolidating...,Fully Paid,1
Consolidating/ Lowering monthly Payment,Fully Paid,1
Consolidation,Charged Off,57
Consolidation,Fully Paid,434
Consolidation ,Charged Off,2
Consolidation ,Fully Paid,15
Consolidation & Fraud Assistance,Fully Paid,1
Consolidation & High Rate Relief,Fully Paid,1
Consolidation & Home Improvement,Fully Paid,1
Consolidation & Wedding,Fully Paid,1
Consolidation & house,Fully Paid,1
Consolidation + Home Improvement,Fully Paid,1
Consolidation - Great borrower,Fully Paid,1
Consolidation - Payoff,Fully Paid,1
Consolidation - RELIABLE,Fully Paid,1
Consolidation -reduce payments $ 389,Charged Off,1
Consolidation / Wedding,Fully Paid,1
Consolidation 1,Fully Paid,1
Consolidation 11/11,Fully Paid,1
Consolidation 16X60,Fully Paid,1
Consolidation 2010,Fully Paid,4
Consolidation 2011,Fully Paid,5
Consolidation All in One,Fully Paid,1
Consolidation CC ,Charged Off,1
Consolidation Credit,Fully Paid,1
Consolidation Crunch (Now with almonds!),Fully Paid,1
Consolidation Dos,Fully Paid,1
Consolidation Facility,Fully Paid,1
Consolidation Laon,Fully Paid,1
Consolidation Lending Club RK,Fully Paid,1
Consolidation Load,Fully Paid,1
Consolidation Loan,Charged Off,39
Consolidation Loan,Fully Paid,209
Consolidation Loan ,Charged Off,3
Consolidation Loan ,Fully Paid,4
Consolidation Loan #1,Fully Paid,1
Consolidation Loan #2,Fully Paid,1
Consolidation Loan / Lower % Rate,Fully Paid,1
Consolidation Loan 2011,Fully Paid,2
Consolidation Loan December 2011,Fully Paid,1
Consolidation Loan Needed,Fully Paid,1
Consolidation Loan Personal one payment,Fully Paid,1
Consolidation Loan Plan,Fully Paid,1
Consolidation Loan Request,Fully Paid,1
Consolidation Loan for Business/Personal,Fully Paid,1
Consolidation Loan for ED,Charged Off,1
Consolidation Loan into One Payment,Fully Paid,1
Consolidation Loan needed.  Securely employed & owner of profitable business.,Fully Paid,1
Consolidation Loan to be debt free soon!,Fully Paid,1
Consolidation Loan to borrows with perfect payment history,Fully Paid,1
"Consolidation Loan, Tired of Credit Card Companies",Fully Paid,1
Consolidation Loan- Backyard and Wedding,Charged Off,1
Consolidation May 2011,Fully Paid,1
Consolidation Nov 2011,Charged Off,1
Consolidation Of High Interest Cards,Fully Paid,1
Consolidation One,Fully Paid,1
Consolidation Protection,Fully Paid,1
Consolidation Req,Fully Paid,1
Consolidation Sep. 2011,Fully Paid,1
Consolidation Solution,Fully Paid,1
Consolidation Station,Fully Paid,1
Consolidation Step Loan,Fully Paid,1
Consolidation Success,Fully Paid,1
Consolidation Support,Fully Paid,1
Consolidation Today,Fully Paid,1
Consolidation and Land,Fully Paid,1
Consolidation and Liquidity Opportunity,Fully Paid,1
Consolidation and Major Purchase,Fully Paid,1
Consolidation and Me,Fully Paid,1
Consolidation and Payoff,Fully Paid,1
Consolidation and Refinance Loan,Fully Paid,1
Consolidation and Remodeling Bathroom's,Fully Paid,1
Consolidation and Special Purchase,Fully Paid,1
Consolidation and Taxes,Fully Paid,1
Consolidation and improvements,Fully Paid,1
Consolidation and lower payment,Fully Paid,1
Consolidation at a better rate,Fully Paid,1
Consolidation credit card debt,Fully Paid,1
Consolidation for Engagement,Fully Paid,1
Consolidation for Home Ownership,Fully Paid,1
Consolidation for JP,Charged Off,1
Consolidation for Wedding Budget,Fully Paid,1
Consolidation for better interest,Charged Off,1
Consolidation for family,Fully Paid,1
Consolidation for the future,Charged Off,1
Consolidation is Key,Fully Paid,1
Consolidation loan,Charged Off,4
Consolidation loan,Fully Paid,33
Consolidation loan credit debt,Fully Paid,1
Consolidation loan for going solo,Fully Paid,1
Consolidation loan.,Fully Paid,1
Consolidation lower pmt,Fully Paid,1
Consolidation of CC & Auto Loan,Fully Paid,1
Consolidation of CC Balances,Charged Off,1
Consolidation of Credicard debits,Fully Paid,1
Consolidation of Credit Card Debt,Fully Paid,1
Consolidation of Credit Cards,Fully Paid,4
Consolidation of Debt,Charged Off,1
Consolidation of Debt,Fully Paid,3
Consolidation of Debt Loan,Fully Paid,1
Consolidation of Debt loan,Fully Paid,1
"Consolidation of Discover, Mastercard, &",Fully Paid,1
Consolidation of High Interest Cards,Fully Paid,1
Consolidation of High Interest Loan,Fully Paid,1
Consolidation of Medical Expenses,Fully Paid,1
Consolidation of credit card debt,Fully Paid,1
Consolidation of debt,Fully Paid,1
Consolidation of debt and some and home,Fully Paid,1
Consolidation of debt loan,Fully Paid,1
Consolidation to Improve Budget,Fully Paid,1
Consolidation to Preserve Credit Score,Fully Paid,1
Consolidation!,Fully Paid,4
"Consolidation, Furninshing, Med Expenses",Charged Off,1
"Consolidation, Home Improve",Fully Paid,1
"Consolidation, Lower Interest",Fully Paid,1
"Consolidation, for a better future",Fully Paid,1
Consolidation-No missed pymts on credit,Fully Paid,1
Consolidation. ,Charged Off,1
Consolidation/Garage,Fully Paid,1
Consolidation01,Fully Paid,1
Consolidation1,Fully Paid,2
Consolidation2,Charged Off,1
Consolidation2011,Fully Paid,1
Consolidation2243,Fully Paid,1
Consolidation52811,Fully Paid,1
Consolidation: Lower Interest Rates,Charged Off,1
ConsolidationHelp,Charged Off,1
ConsolidationLoan,Fully Paid,1
Consolidations,Fully Paid,1
Consolidaton,Fully Paid,1
Consolidator,Fully Paid,1
Consolidator Line,Charged Off,1
Consolidificacion,Fully Paid,1
Consolitade debt,Charged Off,1
Consolodate after Mothers death,Fully Paid,1
Consolodating Student Loans,Fully Paid,1
Consolodation,Charged Off,1
Consolodation,Fully Paid,7
Consolodation Loan,Fully Paid,3
Consolodation Loan ,Fully Paid,1
Consolodation loan,Fully Paid,1
Consolodiation Loan,Fully Paid,1
Consoridate for good future,Fully Paid,1
Construction,Fully Paid,1
Construction Completion,Fully Paid,1
Construction Truck,Fully Paid,1
Consuldebt,Fully Paid,1
Consulting Expansion Loan,Fully Paid,1
Consulting loan,Fully Paid,1
Consumer,Fully Paid,1
Consumer Loan 36,Fully Paid,1
Consumer loan,Fully Paid,1
Container of furniture,Fully Paid,1
Contentment,Charged Off,1
Continental Debt,Fully Paid,1
Continue Living Where I am,Fully Paid,1
Continued Debt Consolidation,Fully Paid,1
Continuing Education Loan,Fully Paid,1
Continuing School,Fully Paid,1
Contractor Fees,Fully Paid,1
Contractor robbed me so I will finish it,Fully Paid,1
Controlled Debt Payoff,Fully Paid,1
Conversion,Fully Paid,1
Conversion from Prosper to LendingClub,Fully Paid,1
Converted my IRA to a Roth and Owe Taxes,Fully Paid,1
Converting my home into a duplex,Fully Paid,1
Cool pool,Fully Paid,1
Cooling Down in AZ-POOL!,Fully Paid,1
Coop,Fully Paid,1
Coop fees,Fully Paid,1
Coop-City 2010,Fully Paid,1
Cooperative Apartment,Charged Off,1
CorbinSparrowElectricVehicle,Fully Paid,1
Corey Loan,Fully Paid,1
Corey loan,Fully Paid,1
Cornell Grad: new job - pay off debt. ,Fully Paid,1
Corolla loan,Fully Paid,1
CorpConsolidate,Fully Paid,1
Corvair,Fully Paid,1
Corvair Purchase,Charged Off,1
Corvette,Fully Paid,1
Corvette 95,Fully Paid,1
Coslidation,Fully Paid,2
Cosmetic,Fully Paid,2
Cosmetic Surgery,Fully Paid,1
Cosmetic Surgery Loan,Charged Off,1
Cosmetic Teeth Nationwide TV Advertising,Fully Paid,1
Cosolidate Loan,Fully Paid,1
Cosolidate debt,Fully Paid,1
Cosolidation,Fully Paid,2
Couch,Fully Paid,1
Cougar,Fully Paid,1
Could use a life saver,Fully Paid,1
Counseling,Fully Paid,1
Countertop Loan,Fully Paid,1
Country wide,Charged Off,1
Couple trying to start a new life,Charged Off,1
Courtney,Fully Paid,1
Courtney Hayes,Fully Paid,1
Courtney Loan,Fully Paid,1
Cover & Salt,Fully Paid,1
Covering Medical School,Fully Paid,1
Covering gap in wedding expenses.,Fully Paid,1
Covering moving expenses,Fully Paid,1
Cowpet Unit Purchase,Fully Paid,1
Crabbing buisness,Charged Off,1
Crabtree,Fully Paid,1
Craft - Suzuki Samurai,Fully Paid,1
Craig's 1998 E300TD,Fully Paid,1
Create 2nd Bedroom,Fully Paid,1
Creating One Payment,Fully Paid,1
Creating a dream,Fully Paid,1
Creative Cottage,Fully Paid,1
Creative Designer in Tight Spaces,Fully Paid,1
Creative Rights Expansion,Fully Paid,1
Credi Card Payment,Fully Paid,1
Credi card consolidation,Fully Paid,1
Credit,Fully Paid,7
Credit ,Fully Paid,2
Credit  Consolidater,Fully Paid,1
Credit Burden,Fully Paid,1
Credit Car Loan,Fully Paid,1
Credit Car Refinance,Fully Paid,1
Credit Card,Charged Off,14
Credit Card,Fully Paid,100
Credit Card ,Fully Paid,5
Credit Card  ,Fully Paid,1
Credit Card  PayOff,Fully Paid,1
Credit Card  Refinance,Fully Paid,1
Credit Card  Refinancing,Charged Off,1
Credit Card & Home Equity Consolidation,Fully Paid,1
Credit Card & Student Loans,Fully Paid,1
Credit Card & Surgery,Fully Paid,1
Credit Card + Med/Dental Debt + Ring ,Fully Paid,1
Credit Card - Debt Consolidation,Fully Paid,1
Credit Card - Tuition consolidation,Fully Paid,1
Credit Card / Loan Consolidation,Fully Paid,1
Credit Card / Unsecured Loan Refinance,Fully Paid,1
Credit Card / Wedding Bill Consolidation,Fully Paid,1
Credit Card 16%,Fully Paid,1
Credit Card APR Reduction Loan,Fully Paid,1
Credit Card Attack,Fully Paid,1
Credit Card Bailout,Fully Paid,1
Credit Card Balance Consolidation,Fully Paid,1
Credit Card Balance Payoff,Charged Off,1
Credit Card Balances,Fully Paid,1
Credit Card Bill Consolidation,Fully Paid,1
Credit Card Clean Up,Fully Paid,1
Credit Card Cleanup,Fully Paid,3
Credit Card Combo,Charged Off,1
Credit Card Combo,Fully Paid,1
Credit Card Company Increased my Rate,Fully Paid,1
Credit Card Consilidation Loan,Fully Paid,1
Credit Card Consoidation,Fully Paid,1
Credit Card Consol,Fully Paid,4
Credit Card Consol loan,Fully Paid,1
Credit Card Consolidate & Pay Off,Fully Paid,1
Credit Card Consolidation,Charged Off,26
Credit Card Consolidation,Fully Paid,322
Credit Card Consolidation ,Charged Off,1
Credit Card Consolidation ,Fully Paid,7
Credit Card Consolidation & Closure,Fully Paid,1
Credit Card Consolidation & Elimination,Fully Paid,1
Credit Card Consolidation (27% to 10%),Fully Paid,1
Credit Card Consolidation (Remainder),Charged Off,1
Credit Card Consolidation - From College,Fully Paid,1
Credit Card Consolidation - Will Be Debt Free in 2 Years!,Fully Paid,1
Credit Card Consolidation Help!,Fully Paid,1
Credit Card Consolidation Jan 2011,Fully Paid,1
Credit Card Consolidation Loan,Charged Off,4
Credit Card Consolidation Loan,Fully Paid,42
Credit Card Consolidation Loan - SEG,Fully Paid,1
Credit Card Consolidation and Refinance,Fully Paid,1
Credit Card Consolidation at Lower Rate,Fully Paid,1
Credit Card Consolidation at lower rate,Fully Paid,1
Credit Card Consolidation loan,Fully Paid,2
Credit Card Consolidation of School Debt,Fully Paid,1
Credit Card Consolidation..Lower my Rate,Fully Paid,1
Credit Card Consolidation/Refinancing,Fully Paid,1
Credit Card Consolidations,Charged Off,1
Credit Card Consolidations,Fully Paid,1
Credit Card Consolidatoin,Fully Paid,1
Credit Card Consolidator,Fully Paid,1
Credit Card Consolo,Fully Paid,1
Credit Card Consolodate,Fully Paid,1
Credit Card Consolodation,Fully Paid,4
Credit Card Consolodation Loan,Fully Paid,1
Credit Card Consuladation,Fully Paid,1
Credit Card Crunch,Fully Paid,1
Credit Card Cut  Up Party,Fully Paid,1
Credit Card Cut Up,Fully Paid,1
Credit Card Cutter Loan,Fully Paid,1
Credit Card Deb,Fully Paid,1
Credit Card Debet,Fully Paid,1
Credit Card Debit,Fully Paid,1
Credit Card Debit Consolidation,Fully Paid,1
Credit Card Debt,Charged Off,6
Credit Card Debt,Fully Paid,44
Credit Card Debt ,Fully Paid,2
Credit Card Debt Annihilation,Fully Paid,1
Credit Card Debt Cons,Fully Paid,1
Credit Card Debt Consilidation,Fully Paid,1
Credit Card Debt Consolidation,Charged Off,5
Credit Card Debt Consolidation,Fully Paid,56
Credit Card Debt Consolidation ,Charged Off,1
Credit Card Debt Consolidation ,Fully Paid,1
Credit Card Debt Consolidation Loan,Fully Paid,7
Credit Card Debt Down,Fully Paid,1
Credit Card Debt Elimination,Fully Paid,3
Credit Card Debt Free,Fully Paid,1
Credit Card Debt Freedom,Fully Paid,1
Credit Card Debt Loan,Charged Off,1
Credit Card Debt Loan,Fully Paid,2
Credit Card Debt No More!,Fully Paid,1
Credit Card Debt PAYOFF!!,Fully Paid,1
Credit Card Debt Pay-Off Plan,Fully Paid,1
Credit Card Debt Payment,Fully Paid,1
Credit Card Debt Payoff,Fully Paid,2
Credit Card Debt Relief,Fully Paid,2
Credit Card Debt Responsibility,Fully Paid,1
Credit Card Debt Restructuring,Fully Paid,1
Credit Card Debt be Gone,Fully Paid,1
Credit Card Debt for Young Professional,Fully Paid,1
Credit Card Debt from Years as a Student,Fully Paid,1
Credit Card Debt!,Fully Paid,1
Credit Card Debts,Fully Paid,2
Credit Card Debts 2/4/11,Fully Paid,1
Credit Card Demolition,Fully Paid,1
Credit Card Eater,Fully Paid,1
Credit Card Elimination,Charged Off,1
Credit Card Elimination,Fully Paid,9
Credit Card Elimination ,Charged Off,1
Credit Card Elimination Loan,Fully Paid,3
Credit Card Eliminator,Fully Paid,1
Credit Card Eraser!,Fully Paid,1
Credit Card Escape,Fully Paid,1
Credit Card FREEDOM!!!,Fully Paid,1
Credit Card Free,Fully Paid,1
Credit Card Free by Start of MA Program,Fully Paid,1
Credit Card Freedom,Fully Paid,4
Credit Card Freedom ,Fully Paid,1
Credit Card Freedom Loan,Fully Paid,1
Credit Card Freedom loan,Fully Paid,1
Credit Card Freedom!,Fully Paid,1
Credit Card Gone!,Fully Paid,1
Credit Card Help,Fully Paid,1
Credit Card Improved Rate,Fully Paid,1
Credit Card Interest Lowering Loan,Fully Paid,1
Credit Card Interest Rate Is a Money Pit,Fully Paid,1
Credit Card Interest Rate reduction,Fully Paid,1
Credit Card Interest Rates No More!!!,Fully Paid,1
Credit Card Investment Property,Fully Paid,1
Credit Card Killer,Charged Off,1
Credit Card Killer,Fully Paid,3
Credit Card Lesson,Fully Paid,1
Credit Card Loa ,Fully Paid,1
Credit Card Loan,Charged Off,34
Credit Card Loan,Fully Paid,267
Credit Card Loan Consolidation ,Fully Paid,1
Credit Card Loan Pay-Offs,Fully Paid,1
Credit Card PAY OFF!!!,Fully Paid,2
Credit Card Pay Off,Charged Off,1
Credit Card Pay Off,Fully Paid,18
Credit Card Pay Off!,Fully Paid,1
Credit Card Pay Off--YEAH!!!!!,Fully Paid,1
Credit Card Pay Refinance Loan 11/2011,Fully Paid,1
Credit Card Pay oFf,Fully Paid,1
Credit Card Pay off,Fully Paid,2
Credit Card Pay offs,Fully Paid,1
Credit Card Pay-Off,Fully Paid,3
Credit Card Pay-Off Loan,Fully Paid,1
Credit Card PayOff,Fully Paid,3
Credit Card Paydown,Charged Off,1
Credit Card Paydown,Fully Paid,3
Credit Card Payment,Fully Paid,7
Credit Card Payment - Re-fi,Fully Paid,1
Credit Card Payment And Wedding,Fully Paid,1
Credit Card Payment Loan,Fully Paid,1
Credit Card Payments,Charged Off,1
Credit Card Payments,Fully Paid,4
Credit Card Payoff,Charged Off,9
Credit Card Payoff,Fully Paid,141
Credit Card Payoff ,Fully Paid,3
Credit Card Payoff $8K,Fully Paid,1
Credit Card Payoff (Remaining Amount),Fully Paid,1
Credit Card Payoff 2,Fully Paid,1
Credit Card Payoff Loan,Charged Off,1
Credit Card Payoff Loan,Fully Paid,16
Credit Card Payoff and Engagement Ring,Fully Paid,1
Credit Card Payoff and Personal ,Fully Paid,1
Credit Card Payoff for Mom,Charged Off,1
Credit Card Payoff loan,Charged Off,2
Credit Card Payoff loan,Fully Paid,4
Credit Card Payoff/ Car Repairs,Fully Paid,1
Credit Card Payoff/Closeout,Charged Off,1
Credit Card Payoffs,Charged Off,1
Credit Card Payoffs,Fully Paid,6
Credit Card Payout,Fully Paid,1
Credit Card Percentage Reduction,Fully Paid,1
Credit Card REFI,Fully Paid,1
Credit Card Rate,Fully Paid,1
"Credit Card Rate Just Jumped, looking to save some money",Fully Paid,1
